"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Comoros","COM","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","212218261.585643","196349931.540286","184009013.562815","191621954.855332","184697225.637076","196726096.329131","279197721.807577","337525852.647575","356500032.676316","341476768.326033","429622177.724885","424108769.502231","457388651.500941","452881475.071813","319189184.255639","398461797.009413","396053805.891754","364445600.525492","370106745.930146","382454989.945311","351136579.648632","378512024.077556","425964681.044378","546885222.713065","633706110.795614","653845169.168576","698431793.872776","795673152.867077","915659107.965823","905341172.70583","907979446.419588","1023087475.68355","1015842906.66403","1116223107.03168","1149587623.99594","966029599.801228","1012835492.51575","1077439756.12221","1188797449.96029","1195019531.03664","1225039195.93742","1299039311.76025","1279542248.45017","1430523435.81695","1546164420.32442",
"Cabo Verde","CPV","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","142246815.345007","139468209.116206","140630678.983478","138476175.620363","132019038.591628","137728204.813735","190651167.559385","235253064.70982","264308140.285149","267448571.414611","306890962.649533","319827058.592875","357160985.327413","490417389.682569","406580652.330537","487148993.533109","501979269.843942","490608657.924976","521910560.524868","592416703.058878","539227277.626411","563090490.377368","620507387.466174","813260468.873834","924940011.836897","972241676.907662","1107571457.90614","1649621738.63689","1959620648.31578","1852334575.17521","1824751467.92957","2046817987.20109","1913081210.41411","2028910915.16446","2041930125.42979","1749857620.35329","1849789985.99572","1996741539.95088","2205099506.99994","2252177124.32402","1821565613.68613","2051842618.70539","2247003344.34242","2539203428.73837","2767599017.44874",
"Costa Rica","CRI","GDP (current US$)","NY.GDP.MKTP.CD","507513829.994855","490325181.614275","479180824.348506","511902136.809973","542578367.242598","592981162.264151","647305630.188679","699456618.867925","773841494.339623","853630203.773585","984830158.490566","1077147537.52472","1238251695.55388","1528925846.25467","1666544754.09836","1960863465.5776","2412555425.90432","3072427012.83547","3523208809.80163","4035519323.22054","4831447001.16686","2623803095.78501","2606623554.56582","3146772630.77263","3660477856.22977","3919203960.39604","4418983870.96774","4532952047.15628","4614629898.40348","5251025767.47627","5711687786.75989","7215725487.30549","8579754757.93237","9564815975.14743","10489903725.0032","11578594259.8675","11678424507.2457","12614602382.2012","13684255946.5765","14254866284.6542","15013629661.8969","15976174336.9721","16578820687.2881","17271760506.9483","18610594846.2083","20040642476.9817","22715540324.3032","26884700709.3146","30801745700.4514","30745714312.6417","37658616951.8182","42762613698.9258","47231655431.718","50949668841.575","52016408854.212","56441920820.5538","58847019609.743","60516044656.5298","62420164991.5444","64417670521.3339","62395610759.9798","64960725734.2362","69243626028.6698","86497941438.9809","95350423176.664",
"Caribbean small states","CSS","GDP (current US$)","NY.GDP.MKTP.CD","1165303060.28689","1272022469.10602","1356047349.50434","1447988752.00055","1546223257.5277","1658476310.98942","1763304085.16679","1929997389.27725","1980508885.71067","2152507805.36929","2268330542.34162","2457968135.09375","2734457344.69049","3173389131.65134","4201310614.82803","4819825581.33935","4937767512.99323","5937525886.22228","6776416498.50876","8405785521.3914","10876340879.3427","11977463255.1586","13292712867.0251","13189051711.1814","13689070378.954","13794627075.9123","11773697053.1201","12334469174.3296","12745727415.7592","12606272526.7095","13573766187.2243","13947314642.2113","14243495786.367","13816428191.5092","14789061388.7446","15732661275.3694","16942504139.8086","20075415470.308","21644257665.0628","23394449340.0523","25626304826.4456","26505415976.1591","27742784875.4435","30590009155.8968","33598465092.3498","38224945558.7281","44326566883.2222","49740132543.1148","57296761661.9305","47914002629.1154","52562626422.0273","56502707806.0989","59929287825.0841","61756466512.7941","63820428909.9828","62135017573.4907","57729936370.5525","59541578262.9548","60893234438.5669","61929300627.7488","53180553803.0434","61961705340.7798","78054577760.2976","79470143934.8758","91570798875.9048",
"Cuba","CUB","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","5693005200","6914658400","8135150891.92025","9987709650.18094","11405957317.0732","13027415243.9024","13789579902.5579","14206158674.6988","17844705324.6753","19584443287.6712","19912889861.1111","20150254096.3855","20953510235.2941","22204940512.2235","24039383608.4235","22920490774.102","24226574634.0293","25213935012.0819","27458999472.2955","27023468665.8977","28645436569.1489","24316556025.6585","22085858243.2432","22367254864.8649","28448326756.7568","30429803651.2192","25017368700","25365908100","25736331200","28364615200","30565400000","31682400000","33590500000","35901200000","38203000000","42643836100","48835925925.9259","54262870370.3704","56302129629.6296","57481481481.4815","59562962962.963","68990000000","73141000000","77148000000","80656100000","87132800000","91370407863.7","96850649691.7406","100050036096.123","103427600000","107351800000","","","","",
"Curacao","CUW","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2120511229.05028","2143450726.25698","2160784692.73743","2202117374.30168","2237160502.7933","2344637262.56983","2457581731.84358","2593831508.37989","2833476145.2514","2869153184.35754","2951342793.29609","2930092234.63687","3012836256.98324","3033568603.35196","3059406983.24022","3058779217.87709","3024690167.59777","3033433240.22346","3046364804.46927","3026124115.73275","2534327592.49914","2739594359.5908","3075180834.72417","3281419347.37053","",
"Cayman Islands","CYM","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4200288241.15296","4466278065.11226","4585949023.79609","4281714566.85827","4156841107.36443","4186073104.29242","4291004524.0181","4405796023.18409","4562853611.41445","4708167232.66893","4909322237.28895","5166281305.12522","5530178440.71376","5941896607.58643","5655358021.43209","6060026520.10608","6600843963.37585","7139428557.71423","",
"Cyprus","CYP","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","489912574.305146","576090073.715036","734876021.128049","964024364.43274","1288699776.05059","2154311276.94859","2087496373.77964","2159242416.76942","2160364071.19021","2278248953.14058","2430411900.19194","3090734463.27684","3704813885.50548","4278792597.23965","4563482603.5503","5591130217.66965","5770197348.48485","6912150456.32334","6590291048.29211","7425703928.57143","9933137128.07244","10011914680.0502","9547816419.61231","10248618778.2805","10497907227.616","9985847313.85485","10397898907.1038","11420228846.1538","14547329558.3239","17320551250","18433412510.8817","20072754986.8272","23968727073.6381","27844646257.507","26048179949.1741","25799940077.6075","27641547909.7011","25047436974.6819","23959712860.8331","23225918259.9824","19909278416.8575","21046462280.5979","22946570628.7576","25754001367.5448","26196667099.5303","25555093854.2968","30372642502.4897","30935566076.6788","33886930712.3394","36333022329.4981",
"Czechia","CZE","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41016881802.4843","30071014282.3218","35051065440.3962","41155654032.1751","48188478339.4129","60572381311.2283","67804105329.8557","62539765163.1302","67187217327.7326","65586562604.8621","62175642238.0847","68135304463.9641","82607869609.574","100435924704.881","120147899983.657","137264185596.1","156236258386.589","190040702286.917","236506264753.95","206971882704.716","211168667286.27","231429378717.312","210363223087.728","213024360541.119","210911285077.683","189107698561.919","198160659303.939","221563575696.217","251992360762.236","256794209028.77","251109660602.536","290972714482.313","301831228325.556","343206568134.637","345036675975.047",
"Germany","DEU","GDP (current US$)","NY.GDP.MKTP.CD","84619845881.2608","96558204043.1028","105895435234.343","112232503744.1","123330404665.086","134774688191.161","143304275683.979","145100667772.69","156527292653.157","177733486326.06","216629229947.096","250900942396.699","300899944795.436","399833571167.215","446934971657.471","492434094920.105","521658712132.981","602698323085.993","743182891918.208","884574218333.155","953772499462.019","803404797057.551","779421633755.138","773507930294.906","727767760978.627","735218723093.277","1050092624515.9","1302932318824.81","1406367016371.53","1404092925205.45","1778162195860.07","1875792575132.59","2141377582968.07","2078954217437.6","2215282632276.73","2593053091306.13","2506576553158.31","2218790886532.82","2247760364565.97","2213873468586.88","1966980701145.1","1966381496641.73","2102350798305.89","2534715518349.01","2852317768061.78","2893393187361.87","3046308753670.58","3484056680854.91","3808786022312.5","3479800820863.28","3468154343000.01","3824828563521.41","3597896500945.31","3808086291482.36","3965800686309.79","3423568450957.03","3537784107980.55","3763092263752.95","4052008447223.53","3957208055215.68","3940142541354.1","4348297440387.53","4163596357879.39","4525703903627.53","4659929336890.62",
"Djibouti","DJI","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","340989527.967995","","373371738.286415","395794538.630775","409220087.102818","452328087.282876","462421998.525779","478058304.871118","466048469.22986","491689220.744875","497723960.589913","494004647.73437","502675542.001227","514267869.300758","536080148.097299","551230861.856505","572417440.820162","591122039.601398","622044665.515049","666072101.777505","708633194.726566","768873684.032838","847918929.107984","999105339.267729","1049110684.72493","1128611700.3618","1239144501.77525","1353632941.5207","2044440443.16654","2220637966.25047","2424391785.43897","2604955228.70117","2762581334.22612","2913464658.08768","3088851450.30694","3144136196.6228","3392796953.08939","3562814908.76149","3917150480.80981","4086402718.86834",
"Dominica","DMA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","45872947.4074074","57130215.5555556","55017758.8888889","72804653.3333333","82107391.1111111","89527576.6666667","98665191.4814815","109157070.740741","119491932.962963","135161958.518519","151868754.444444","171106184.074074","185137242.962963","201429629.62963","219762962.962963","234059259.259259","245525925.925926","264374074.074074","274522222.222222","292285185.185185","302988888.888889","322411111.111111","331759259.259259","333470370.37037","377462962.962963","375200000","373318518.518519","396711111.111111","391455555.555556","416674074.074074","444685185.185185","480003703.703704","515618518.518519","519859259.259259","532081481.481481","520355555.555556","545325925.925926","572255555.555555","583177777.777778","612711111.111111","563355555.555555","628244444.444444","644259259.259259","528944444.444444","562911111.111111","623062962.962963","659311111.111111","688881481.481481",
"Denmark","DNK","GDP (current US$)","NY.GDP.MKTP.CD","6361166544.50349","7058361229.35415","7953274741.29303","8466044979.87996","9677401337.17309","10870670865.3211","11931740293.0378","13059064805.8774","13505574133.3333","15414902666.6667","17075457733.3333","19086192720.4664","23230667549.2496","30718181337.3006","34125712480.9267","40418967665.5877","44503607444.1687","49711709588.2196","60320089217.713","70393030602.547","70811287815.6106","61459941460.5385","60084214872.0657","60331158447.2389","58868891334.9941","62452421010.9094","87748695216.9077","109183446340.073","115540189705.118","112312200760.581","138217740684.484","139180507777.691","152966494259.538","143111306004.102","156017919221.457","184848481008.139","187481157845.724","173241365735.483","176877077513.133","177887720535.535","164043817223.59","164881594415.341","178788209558.311","218421193436.252","251986155630.852","265150087711.985","283386151543.687","320213157595.018","354979471960.142","322619152194.594","322345594075.47","344315595263.175","326792574244.963","344631016965.12","352832602064.452","301758922337.637","312181849372.233","331610593961.988","355293374912.393","345401473012.615","355631021931.621","408378204639.999","401945576107.963","407091920305.404","429457372071.869",
"Dominican Republic","DOM","GDP (current US$)","NY.GDP.MKTP.CD","672399700","654100200","824100000","940799900","1025599900","888100000","983900000","1034800000","1079100000","1230500000","1485500000","1666500000","1987400000","2344800000","2925700000","3599200000","3951500000","4587100000","4734400000","5498800000","6761300000","7561300000","8267400000","9220600000","11594000000","5044579979.23285","6122128557.57243","5827050753.25937","5374299981.49698","6686593059.93691","7073675544.79021","9824483339.94518","11605382504","13081042400","14644734599.4778","16637370839.1608","18241622547.5908","20017450041.3075","21672215546.7642","22136579396.9218","24305780628.6677","25601823687.5742","27137440786.2562","21403167848.1444","22322387382.494","35777560683.9366","37879830084.2627","43965458508.5056","48091433554.186","48223781476.8909","53801053352.5005","57948261615.957","60561635555.6383","62555417414.582","67014329099.5549","70966782572.4386","75552902635.7075","79070274743.1658","84994732049.3461","89146130744.723","78546672406.8291","94850719516.7127","113478087134.8","120456239153.739","124282245638.568",
"Algeria","DZA","GDP (current US$)","NY.GDP.MKTP.CD","2723615451.30098","2434747055.94018","2001444543.91885","2702982017.63803","2909316435.2874","3136284306.85469","3039859187.45164","3370870376.29682","3852147026.77302","4257253264.08834","4863526896.57407","5077183093.88968","6766743956.88889","8707858912.12481","13209871625.9044","15557902754.033","17728240932.3158","20972113684.9558","26364491313.4471","33243706859.6596","42345829079.2062","44348590460.9288","45207167470.3497","48801369800.3675","53698548293.0745","57937868670.1937","63692007897.3834","66745818375.493","59089396860.4342","55634721572.7343","62048507531.3357","45715676428.2766","48003133346.9957","49945584452.6506","42543176828.9237","41764291671.7711","46941554225.3581","48177612042.1507","48187781984.4881","48640671734.9711","54790398570.3282","59413400923.6364","61516103406.1688","73482264190.9245","91913680985.1708","107046618669.707","123084258693.01","142482739809.849","180383848331.135","150317292079.359","177785053939.531","218331946925.304","227143746075.934","229701430292.157","238942664192.59","187493855609.345","180763839522.151","189880896903.073","194554483655.528","193459662090.677","164873415325.201","186231205262.082","225638456572.143","247626161016.414","263619794506.723",
"East Asia & Pacific (excluding high income)","EAP","GDP (current US$)","NY.GDP.MKTP.CD","80886065110.4851","71247395333.073","64989160572.5447","70288432260.5341","81184317665.9228","94594887799.9547","103483052014.092","100474855679.916","101580829248.914","114217981695.758","127182556289.611","136580265754.987","155518448869.276","195616567916.783","221665588687.631","248772601176.036","252942981187.157","291532735013.151","282919061354.682","327589016955.702","377947161288.533","403551450432.948","423850572150.818","443839881509.844","480915094642.188","526600751089.371","525182739596.105","519033465046.499","576126858481.927","622836056673.594","667410241508.277","724654932688.965","812994672964.461","892446273872.148","1074481772219.03","1325741590826.85","1523110076348.36","1576767921164.01","1441286960349.49","1587769714530.62","1748622008555.14","1862936700598.97","2063865597523.44","2337904282151.01","2712369133554.55","3140099149726.9","3783281484312.31","4787059707873.47","6062022801626.32","6581358530402.03","8008617895382.8","9774263725668.94","10905342361452.4","12047516755923.6","13004694293114.3","13548910408226.5","13844122755580.7","15115625538820.6","16902106236749.5","17503362758566.8","17805361735240.5","21231549654292.7","21563623056097.7","21644107579563.1","22260874526758.1",
"Early-demographic dividend","EAR","GDP (current US$)","NY.GDP.MKTP.CD","144570928956.34","157434744082.748","159279576287.343","175838996671.714","201676763987.725","218796645706.064","216722525473.293","228815076511.62","249450459912.43","278752037217.191","296701704113.249","319417972883.429","352500470978.396","451102947058.72","632456184321.232","677106305105.449","739743284441.083","827184679551.833","945430960015.816","1112690965896.55","1383191326611.02","1532324464301.65","1461183388235.62","1474623905126.34","1495593079357.68","1491430023239.75","1499003195182.05","1523076896647.68","1607581730226.44","1635308547393.47","1916618913194.03","2033050383400.93","2208785235302.11","2382686517167.09","2502641079284.5","2552118776600.63","2767853244614.38","2956193906615.57","2921390123249.61","3090597945128.49","3377884083963.95","3351422428182.59","3255298964184.05","3621766615108.89","4208504235790","4895917406969","5597875766985.71","6627227343207.44","7456893137377.44","7174570406361.96","8714218978329.98","9827387161912.76","10279191899797.6","10438033636609.8","10797621479002.5","10271831724034.8","10571969587055.3","11475929617611.4","11652111473280.5","11887904124496.5","11039712538107.1","12923331307987.7","14274765147164.7","15147839465127.3","16021674099781.5",
"East Asia & Pacific","EAS","GDP (current US$)","NY.GDP.MKTP.CD","157278222710.432","158513485673.287","162235847091.903","181059952883.138","207877684756.267","231386298101.98","258895697359.207","281346378582.729","310823822563.828","358404724563.101","412774343391.063","458696939639.66","570288727867.726","751719256657.678","867264391796.18","949128592113.462","1043973956519.22","1244070844178.51","1571452573884.37","1706613327126.53","1846328151574.07","2033634633670.35","1991960966442.79","2120131539727.3","2267936814703.49","2392105623418.54","3126130815329.75","3670133904438.74","4411497805839.23","4593335807218.53","4794174368941.01","5416552280111.98","5920970309237.21","6623367248829.02","7409372842749.19","8414268862609.13","8108820894913.77","7752556164289.13","6941298328584.25","7754954065704.13","8390400776264.31","7805815452189.22","7932744497165.01","8726853988151.13","9788604342687.1","10444725059782","11076471335442.9","12387594250632.3","14296876049479.9","14722165533582.7","17186395967351.8","19920538113453.8","21319769973614.6","21588573822278.5","22293948157836.7","22220470013499.6","23005487018716.5","24563743482148.7","26749413596913.5","27322078215458.3","27474338351594.1","31548481959790.6","31135994741903.4","31279384293039.7","31882663454356.9",
"Europe & Central Asia (excluding high income)","ECA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","237808340201.866","263680794562.23","299380212871.742","358185941977.849","344966816377.756","332187891161.805","343095319971.787","268739764405.259","308227595172.656","326518720594.547","346407973784.784","421297622184.348","384213994569.537","390808949021.067","335210031231.521","390006301882.367","497298674298.607","640053661627.226","796900880717.999","927052493706.962","1167638555244.69","1397467751226.62","1165225630371.32","1379506173059.08","1568875044071.92","1654227411506.01","1804367950694.07","1731834762740.49","1509371606861.6","1449055610153.63","1494762564964.78","1468176796062.36","1498314108819.45","1437141951950.75","1670340539745.28","1817993344339.27","2134737666916.84","2421839057172.22",
"Europe & Central Asia","ECS","GDP (current US$)","NY.GDP.MKTP.CD","426433437219.808","469119575469.96","513050276877.711","561060730171.943","620048398293.573","676131031279.877","731255011466.732","776926249479.039","818409264864.997","907633759717.363","1020372027315.41","1151528007511.09","1381181504647.14","1757574912223.31","1986200385199.49","2318908599167.95","2411506627072.71","2728367172268.47","3344280615318.76","4077578043764.6","4609241500557.42","4105719769891.16","3957219101805.35","3837917996595.18","3689495653514.46","3817541830415.31","5207511862495.5","6431688464361.58","7161753480082.88","7257655172302.11","8870835823674.45","9137202433319.19","9787798312476.22","8994974187122.16","9408622397900.35","10871704233706.6","11096166531409.7","10524333950514.7","10795245225517.9","10687079026623.8","10077728121071.6","10182157832948.9","11151146518466.2","13559348716887.9","15805164816484","16824540595453.9","18222918708363.6","21289911466320.4","23433249814465.5","20628542800631.9","21102997002120.9","23416306190930","22544769718453.8","23559015496363.8","23897535554830.2","20583343138821","20511787410869.2","21766184431710.6","23306977599232","23032792622187.5","22287615625568.5","25513859723979.1","25700849227224.3","27617157896730.2","29146936906252.2",
"Ecuador","ECU","GDP (current US$)","NY.GDP.MKTP.CD","2069464937.19791","1753850955.05808","1518207703.48997","1824343870.71407","2244146102.98333","2387047395.70254","2429308638.838","2553595172.08743","2582179864.15493","3112165727.38342","2862503139.00358","2754219271.03082","3185986087.33583","3891754150.23796","6599257044.12414","7731674472.07212","9091921030.17345","11026342618.1141","11922497876.4828","14175160902.0721","17881508242.4481","21810759353.7304","19929846396.4239","17152477036.5005","16912509091.855","17149088413.35","15314138472.3282","13945426859.4657","13051881851.4068","13890823704.5545","15239272611.5809","16988535267.6338","18094238119.0595","18938717358.6793","22708673336.6683","24432884442.2211","25226393196.5983","28162053026.5133","27981896948.4742","19645272636.3182","17539454727.3637","23127055000","27054197000","30965208000","35194947000","40278849000","45690762000","49848725000","61139438000","60094978000","68151329000","78986648000","87735048000","96570334000","102717794000","97209558000","97671433000","104467486000","107478961000","107595830000","95865473000","107179074000","116133121000","121147057000","124676074700",
"Egypt, Arab Rep.","EGY","GDP (current US$)","NY.GDP.MKTP.CD","4206270352.22633","4494575611.21289","4035462027.39753","4187146231.56839","4709245761.67881","4948667540.41066","5278005611.91453","5605484298.98275","5932242990.65421","6524455205.81114","8042200452.1477","8609283346.08518","9299638055.84281","10098534613.4411","9228963224.60004","11632178868.9171","13315988083.4161","14400806875.9867","14811704063.0685","18020571428.5714","21669908176.3889","22136081081.0811","27655172413.7931","30966239813.7369","33971188991.6147","39053502251.0732","41253507951.3564","40455616653.5742","34980124929.0176","39756299049.9793","42978914311.3504","37387836490.5284","41855986519.4235","46578631452.581","51897983392.6453","60159245060.4541","67629716981.1321","78436578171.0914","84828807556.0803","90710704806.8416","99838543960.0763","96684636118.5984","85146067415.7303","80288461538.4615","78782467532.4675","89660339660.3397","107426086956.522","130437828371.278","162818181818.182","189147005444.646","218983666061.706","235989672977.625","279116666666.667","288434108527.132","305595408895.265","329366576819.407","332441717791.411","248362771739.13","262588632526.73","318678815489.749","383817841547.099","424671765455.704","476747720364.742","395926075163.006","389059911003.566",
"Euro area","EMU","GDP (current US$)","NY.GDP.MKTP.CD","251413246928.256","279722204498.544","309382572892.233","340512613283.205","377249606368.369","412364260999.25","446134400125.161","474086978882.75","509702253303.642","569431846532.453","645110104129.154","731195960314.049","883508228535.513","1147307562115.3","1301008237222.79","1507218903203.24","1573328258334.39","1790460772619.86","2191877722256.62","2655412251189.46","2973694924219.24","2583763815199.85","2500976096008.31","2440096224435.57","2341108054766.17","2404986753316.2","3377295853652.13","4177529771787.55","4594903616058.38","4693107413379.97","5905615266862.25","6127707304035.84","6750506224969.96","6180487033272.17","6531158637881.67","7540043682402.35","7629500967344.19","6977670457599.59","7174357592027.49","7148860289048.92","6528628818011.91","6631899417574.32","7241862819829.4","8921228124668.85","10231007049192.6","10611825457648.1","11288306908404.6","13000319185416.4","14296312709583.3","13084338477544.9","12786064520112.1","13810192245255.8","12786713590104.4","13358729082788.6","13683290663987.2","11828599572756.5","12124585812257.6","12839881576243.5","13868034531052.8","13587001830079.4","13266853301191.7","14918539971043.3","14452407617089.9","15787238118091.4","16406126934435.8",
"Eritrea","ERI","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","477101651.648376","467872714.755603","531688311.688312","578015625","693535954.190067","686490090.140141","745523116.900052","688918537.115555","706370815.584416","752371688.743186","729321680.154324","870248267.550163","1109054005.43971","1098424685.66169","1211161879.6748","1317974491.05691","1380188800","1856695551.21951","1589515447.15447","2065001626.01626","","","","","","","","","","","","","",
"Spain","ESP","GDP (current US$)","NY.GDP.MKTP.CD","12424514013.7604","14238126759.7335","16609632790.5843","19631714759.6491","21966876027.2517","25479619606.5284","29559436182.9186","32570905397.2885","32394326463.759","37090689287.8552","40963715236.5106","46586119760.479","59090176028.993","78583355225.5854","97204522642.0536","114695060869.565","118422534195.474","132354665936.473","160484969618.056","214448666336.143","232600556973.776","202663023968.283","195856752991.065","170829074245.94","171979977230.387","180664322896.282","251141555185.933","318520253335.13","375891716897.586","414460794096.978","536175326477.31","576753902321.857","630465353486.104","524700572623.872","530183651720.283","614170002668.802","642251412058.321","589739772727.273","618731484575.12","634394904386.874","598102854756.08","627798682378.741","708938227243.923","907963217057.645","1069829382514.67","1154667551775.88","1261846683275.29","1476746276854.51","1636115447612.5","1496587590847.66","1427989078916.67","1487568659241.25","1330994811670.31","1362186923157.65","1380244561361.96","1206164777553.12","1243015667917.12","1321754088818.83","1431642809327.06","1403496387686.27","1289783836971.21","1461244901852.69","1446498147749.03","1620090734956.89","1722745978335.16",
"Estonia","EST","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4013091682.2914","4123011419.74174","4502970889.06373","4786018988.16491","5154420649.23354","5674080542.88575","5756912265.75809","5686579747.53524","6250218422.70164","7370119619.4782","9876595528.45528","12148595031.0559","14109491356.7964","17025671810.3124","22450264166.4385","24342935403.5447","19633984440.1223","19524355419.038","23303915794.7569","23237406116.3988","25451032780.7573","27055689003.0038","23311847750.9394","24561027787.7896","27469461919.1189","31222632740.7247","31873748770.0313","31820771493.8974","37204563051.4723","38376046174.971","41291245222.1948","42764929169.3258",
"Ethiopia","ETH","GDP (current US$)","NY.GDP.MKTP.CD","1610511693.84215","1680859514.1016","1747566307.0997","1825058827.83853","1984129185.6","2159998591.2","2324466416","2461762002.8","2619948864.8","2768987372","3045354454.8","3224280834.97092","3520252938.26087","4070570549.8642","4577209966.18358","4577047854.10628","4943806093.23672","5651840584.54106","6014961434.78261","6586048398.06763","7012585454.10628","7507663566.66667","7899988840.57971","8781664427.05314","8298309580.67633","9717392686.95652","10094328898.0676","10790001557.971","11181119717.8744","11762932007.2464","12478943895.1691","13799799323.6715","10754799036.5745","9051043870.12197","7100806753.92942","7855205206.93405","8761215548.48614","8803539988.33248","8013274131.69715","7892973531.80045","8242349617.8638","8231326016.47494","7850809498.16803","8623691300.04079","10131187261.4421","12401139453.9738","15280861834.6024","19707616772.7996","27066912635.2228","32437389116.038","29933790334.3418","31952763089.33","43310721414.0829","47648276605.0123","55612228233.5179","64589328550.5953","74296766562.127","81770885148.0574","84269180856.9147","95912620248.0592","107657732424.155","111261888668.864","126772707851.339","","",
"European Union","EUU","GDP (current US$)","NY.GDP.MKTP.CD","284940105505.945","316588739741.399","349919463897.586","384463996600.823","426413441946.368","466588325740.873","505133316052.567","537834604605.815","577242260688.036","644178244951.836","728534034152.422","823522762345.998","993685960671.452","1286150981000.53","1455944556413.31","1694125499826.14","1775178344639.61","2011371821253.78","2449230744528.93","2960087729975.43","3311399706779.7","2890051999524.15","2787869432163.57","2710864092953.09","2612658093799.59","2686731768899.57","3753267965740.62","4639616120836.58","5094086849317.23","5202886942799.28","6505698343166.18","6727634898802.08","7389298935349.97","6750810086374.69","7157911260101","8298355169644.63","8433617493641.56","7735887434157.05","7970105287117.21","7936109900009.98","7288482686162.8","7407617397190.54","8100431722676.83","9956862331236.13","11449103735400.4","11954351248970.2","12768365760447.1","14789481701232.2","16365051887483.3","14846076564563.8","14643095807338.5","15876345191243.5","14733644865813.4","15399956333015.2","15764830876562.3","13655113751882.8","13990609868691.7","14870146541628.4","16092154353714.7","15809298345792.2","15505708717748.9","17498522970845.2","16996087955139.8","18602672971721.6","19423319451330.3",
"Fragile and conflict affected situations","FCS","GDP (current US$)","NY.GDP.MKTP.CD","34036728748.0324","35541909871.3895","39277362286.5115","44889781805.2417","40622874178.0865","44630237748.9356","47617809109.6589","46963525215.8889","51888614111.4209","58235223505.1218","69352049759.4327","71422645591.3424","82686801644.5658","102273453077.392","153952357185.131","168857590979.42","200553468576.85","221419684354.409","242821298090.181","306064998445.05","387057362860.896","509591127616.312","486441962679.932","420053286942.596","377912152931.092","384241032826.446","354125585905.476","355999550565.708","386493453013.744","382394769051.213","545478356744.832","385573241458.814","343354220813.798","349911281178.867","351992014521.6","430236852740.83","464793044885.666","520481487120.184","534206183276.016","398757289120.427","466382378409.98","456399281412.004","445349530148.204","468955516341.87","596531501689.455","756299619414.029","946889828354.513","1159629381825.84","1482180249760.41","1343099794513.03","1594535995476.14","1665005303917.48","1863947874050.46","1935475150421.7","2052688292776.75","1617402176010.38","1489679431071.3","1589078992903.46","1735522724126.93","1842814574762.83","1676505788095.81","1787068023408.49","1967015531216.77","1820234347800.98","1700322737099.85",
"Finland","FIN","GDP (current US$)","NY.GDP.MKTP.CD","5279481824.12983","5984433774.41601","6407796042.70357","6958916548.12933","7848987792.54261","8680393838.88018","9306142171.60056","9468272357.09549","8916565040.54632","10177524838.9004","11358529161.9479","12528522307.4737","14744499569.8308","19474098335.1486","24851036710.2568","29475251333.4411","31852352669.6415","33502784417.884","36259392057.7617","44469218439.9328","53649984061.205","52440066133.9212","52784013815.2214","50956447480.7857","52870993272.6553","55856676899.4628","73511611541.1682","91564993913.1611","109039090262.971","118991270611.057","141446120354.533","127794441993.824","112537828510.751","89112105756.2194","103182697780.307","134060457516.34","131991975148.848","126862902302.142","133990876724.522","135234241918.147","125967821110.589","129519672868.898","140360963811.765","171612867735.686","197458297639.769","204859368790.661","217044068234.117","256360251537.648","285698662071.094","253480783439.453","249429613683.334","275126915515.565","257443384492.969","270268036626.275","273478528954.901","233210733506.25","238777818792.608","253846138440","273869255596.078","267014821129.411","270000311606.226","294223210496.119","280253099309.34","294950618733.339","299835625550.781",
